analysis_id,study_id,contrast_id,comparison_task,matched_task_names,analysis_name,study_name,authors,publication
97du4hvqGZUL-RWAXjm62TVMa,97du4hvqGZUL,RWAXjm62TVMa,n-back,1-back task,Typical readers,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
97du4hvqGZUL-hb7zh39Lg3NY,97du4hvqGZUL,hb7zh39Lg3NY,n-back,1-back task,Typical readers-3,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
97du4hvqGZUL-how8QuSksqKo,97du4hvqGZUL,how8QuSksqKo,n-back,1-back task,Dyslexic readers-2,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
97du4hvqGZUL-nQNHLyzXdjdq,97du4hvqGZUL,nQNHLyzXdjdq,n-back,1-back task,Typical readers-2,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
97du4hvqGZUL-ndPnDWkuVtUy,97du4hvqGZUL,ndPnDWkuVtUy,n-back,1-back task,Dyslexic readers,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
97du4hvqGZUL-rdBvHeLdwej3,97du4hvqGZUL,rdBvHeLdwej3,n-back,1-back task,Dyslexic readers-3,Adult dyslexic readers benefit less from visual input during audiovisual speech processing: fMRI evidence,A. Francisco; A. Takashima; J. McQueen; M. Bunt; Alexandra Jesse; Margriet A. Groen,Neuropsychologia
9DhmSzHkt9eM-YD766aGvbFp5,9DhmSzHkt9eM,YD766aGvbFp5,n-back,One-Back Working Memory Task | Classification Learning Task,Region of interest labels and coordinates in MNI space of the FSL Atlas (CONN default).,Short-Term Classification Learning Promotes Rapid Global Improvements of Information Processing in Human Brain Functional Connectome,A. Zippo; I. Castiglioni; Jianyi Lin; V. Borsa; M. Valente; G. Biella,Frontiers in Human Neuroscience
9G7a3gJuvYjt-t5cqrKUoCx7o,9G7a3gJuvYjt,t5cqrKUoCx7o,n-back,N-back working memory task,43190,Altered segregation between task-positive and task-negative regions in mild traumatic brain injury.,"Sours C, Kinnison J, Padmala S, Gullapalli RP, Pessoa L",Brain imaging and behavior
9SfcXzz6Df2h-4MannyR6YBzE,9SfcXzz6Df2h,4MannyR6YBzE,n-back,Verbal 1-back Task,YOGA<PE,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-6EUT7ijwMwyt,9SfcXzz6Df2h,6EUT7ijwMwyt,n-back,Verbal 1-back Task,Seed: Dorsal attention IPS (Inferior parietal sulcus) (Right),"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-CcZMYJcLDqJG,9SfcXzz6Df2h,CcZMYJcLDqJG,n-back,Verbal 1-back Task,Seed: Dorsal attention IPS (Inferior parietal sulcus) (Right)-2,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-N4rSpe32QcVC,9SfcXzz6Df2h,N4rSpe32QcVC,n-back,Verbal 1-back Task,Seed: Fronto parietal PPC (Posterior parietal cortex) (Left),"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-ND3yqMX5uKnw,9SfcXzz6Df2h,ND3yqMX5uKnw,n-back,Verbal 1-back Task,Seed: Dorsal attention FEF (Frontal eye field) (Right),"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-NacswVGmDYiW,9SfcXzz6Df2h,NacswVGmDYiW,n-back,Verbal 1-back Task,YOGA>SED,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-QFGXV3rVpDPs,9SfcXzz6Df2h,QFGXV3rVpDPs,n-back,Verbal 1-back Task,Seed: Dorsal attention FEF (Frontal eye field) (Right)-2,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-XgZKJa6EAmSv,9SfcXzz6Df2h,XgZKJa6EAmSv,n-back,Verbal 1-back Task,YOGA>SED-2,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-ciBwjfj5TiWg,9SfcXzz6Df2h,ciBwjfj5TiWg,n-back,Verbal 1-back Task,Seed: Fronto parietal PPC (Posterior parietal cortex) (Right),"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-i7ktADXvmXPJ,9SfcXzz6Df2h,i7ktADXvmXPJ,n-back,Verbal 1-back Task,YOGA>PE,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-j9phfJAdE7X3,9SfcXzz6Df2h,j9phfJAdE7X3,n-back,Verbal 1-back Task,Seed: Fronto parietal LPFC (Lateral prefrontal cortex) (Left),"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-mTS8DpyGfizd,9SfcXzz6Df2h,mTS8DpyGfizd,n-back,Verbal 1-back Task,PE>SED,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-shDvXQwBLxqd,9SfcXzz6Df2h,shDvXQwBLxqd,n-back,Verbal 1-back Task,Seed: Fronto parietal LPFC (Lateral prefrontal cortex) (Left)-2,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9SfcXzz6Df2h-xfWzpTK4J7FK,9SfcXzz6Df2h,xfWzpTK4J7FK,n-back,Verbal 1-back Task,PE<SED,"Comparing cognition, coping skills and vedic personality of individuals practicing yoga, physical exercise or sedentary lifestyle: a cross-sectional fMRI study",H. Kaur; Shefali Chaudhary; Sriloy Mohanty; G. Sharma; S. Kumaran; N. Ghati; R. Bhatia; A. Nehra; R. Pandey,Integrative Medicine Research
9rarDGjYUtQe-GTqFsf4BDpMu,9rarDGjYUtQe,GTqFsf4BDpMu,n-back,n-back task,Spatial>Nonspatial,The frontoparietal multiple demand network interacts with the dual pathways in auditory working memory.,A. Leung; Sylvain Moreno; Claude Alain,Cerebral Cortex
9rarDGjYUtQe-PL6DwHQBiLn8,9rarDGjYUtQe,PL6DwHQBiLn8,n-back,n-back task,1-back>2-back,The frontoparietal multiple demand network interacts with the dual pathways in auditory working memory.,A. Leung; Sylvain Moreno; Claude Alain,Cerebral Cortex
9rarDGjYUtQe-QB7KLoEtBrW5,9rarDGjYUtQe,QB7KLoEtBrW5,n-back,n-back task,Interaction effect,The frontoparietal multiple demand network interacts with the dual pathways in auditory working memory.,A. Leung; Sylvain Moreno; Claude Alain,Cerebral Cortex
9rarDGjYUtQe-hBUxdeeXXEiV,9rarDGjYUtQe,hBUxdeeXXEiV,n-back,n-back task,Nonspatial>spatial,The frontoparietal multiple demand network interacts with the dual pathways in auditory working memory.,A. Leung; Sylvain Moreno; Claude Alain,Cerebral Cortex
9rarDGjYUtQe-vAuQxQBhJ7dE,9rarDGjYUtQe,vAuQxQBhJ7dE,n-back,n-back task,2-back>1-back,The frontoparietal multiple demand network interacts with the dual pathways in auditory working memory.,A. Leung; Sylvain Moreno; Claude Alain,Cerebral Cortex
9xs6nw4yG4hK-Yz2fdDFEyH7X,9xs6nw4yG4hK,Yz2fdDFEyH7X,n-back,Auditory and visual 2-back tasks | Auditory n-back task,Brain regions activated in the voxel-wise Time by Group Interaction for the visual transfer task.,The impact of auditory working memory training on the fronto-parietal working memory network,Julia A Schneiders; B. Opitz; Huijun Tang; Yuan Deng; Chaoxiang Xie; Hong Li; A. Mecklinger,Frontiers in Human Neuroscience
A2PTYpsYfnWY-2fxwjGyC7ojX,A2PTYpsYfnWY,2fxwjGyC7ojX,n-back,N-back Task,Seed 2 (ACC),Joint contributions from brain activity and activity-independent functional connectivity to working memory aging.,Caishui Yang; Jialing Fan; Kewei Chen; Zhanjun Zhang; Beijing Aging Brain Rejuvenation Initiative,Psychophysiology
A2PTYpsYfnWY-3He7Wrx7gsJB,A2PTYpsYfnWY,3He7Wrx7gsJB,n-back,N-back Task,Areas with positive activity,Joint contributions from brain activity and activity-independent functional connectivity to working memory aging.,Caishui Yang; Jialing Fan; Kewei Chen; Zhanjun Zhang; Beijing Aging Brain Rejuvenation Initiative,Psychophysiology
A2PTYpsYfnWY-Jq4z9t2VpMUC,A2PTYpsYfnWY,Jq4z9t2VpMUC,n-back,N-back Task,Areas with negative activity,Joint contributions from brain activity and activity-independent functional connectivity to working memory aging.,Caishui Yang; Jialing Fan; Kewei Chen; Zhanjun Zhang; Beijing Aging Brain Rejuvenation Initiative,Psychophysiology
A2PTYpsYfnWY-pMgZVDkrCbKq,A2PTYpsYfnWY,pMgZVDkrCbKq,n-back,N-back Task,Seed 1 (IPL),Joint contributions from brain activity and activity-independent functional connectivity to working memory aging.,Caishui Yang; Jialing Fan; Kewei Chen; Zhanjun Zhang; Beijing Aging Brain Rejuvenation Initiative,Psychophysiology
A89ZEJHnwH6h-2bVdwh7fFzx5,A89ZEJHnwH6h,2bVdwh7fFzx5,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Self > Facts,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-M7M6Y5ThJDug,A89ZEJHnwH6h,M7M6Y5ThJDug,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Memory > Control,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-Pcs8AgAmiBVP,A89ZEJHnwH6h,Pcs8AgAmiBVP,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Other > Self,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-Q22dtKfjQHhq,A89ZEJHnwH6h,Q22dtKfjQHhq,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Baseline > 2-back,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-VS6P8nGf2tHD,A89ZEJHnwH6h,VS6P8nGf2tHD,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,2-back > Baseline,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-hjXQp3HeB2S8,A89ZEJHnwH6h,hjXQp3HeB2S8,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Facts > Other,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-rALFvwiKLzwa,A89ZEJHnwH6h,rALFvwiKLzwa,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Facts > Self,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-sKP3RpLocGZf,A89ZEJHnwH6h,sKP3RpLocGZf,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Control > Memory,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
A89ZEJHnwH6h-stByfocQHU9z,A89ZEJHnwH6h,stByfocQHU9z,n-back,Autobiographical Memory Task | Self-Reflection Task | N-back Task,Other > Facts,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",P. Fuentes-Claramonte; M. Martín-Subero; P. Salgado-Pineda; S. Alonso-Lana; A. Moreno-Alcázar; I. Argila-Plaza; A. Santo-Angles; A. Albajes-Eizagirre; Maria Anguera-Camós; A. Capdevila; S. Sarró; P. McKenna; E. Pomarol-Clotet; R. Salvador,PLoS ONE
ABgFGzauNmrM-3BeoFzZota8h,ABgFGzauNmrM,3BeoFzZota8h,n-back,n-back working memory paradigm,(Controls > MCI without CSVD) × (2-back > 1-back),The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-9bVfQNMWhcWG,ABgFGzauNmrM,9bVfQNMWhcWG,n-back,n-back working memory paradigm,(Controls > MCI without CSVD) × (2-back > 0-back),The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-AvdnheuA87uF,ABgFGzauNmrM,AvdnheuA87uF,n-back,n-back working memory paradigm,(MCI with CSVD > MCI without CSVD) × (2-back > 1-back),The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-Je7VNFM4GYHG,ABgFGzauNmrM,Je7VNFM4GYHG,n-back,n-back working memory paradigm,Controls,The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-Tj3Ya6HTvYV6,ABgFGzauNmrM,Tj3Ya6HTvYV6,n-back,n-back working memory paradigm,0-back; MCI without CSVD > Controls,The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-XPRF8jMuxriC,ABgFGzauNmrM,XPRF8jMuxriC,n-back,n-back working memory paradigm,MCI patients with CSVD,The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
ABgFGzauNmrM-gh6eNG76T75u,ABgFGzauNmrM,gh6eNG76T75u,n-back,n-back working memory paradigm,2-back; Controls > MCI without CSVD,The influence of cerebral small vessel disease on default mode network deactivation in mild cognitive impairment☆,J. Papma; T. den Heijer; I. de Koning; F. Mattace-Raso; A. van der Lugt; F. van der Lijn; J. V. van Swieten; P. Koudstaal; M. Smits; N. Prins,NeuroImage: Clinical
